JD,Phase,Flux,col4
1355.9605, 0.71747486, 1.0351838,
1355.9609, 0.71756526, 1.0340348,
1355.9677, 0.71895463, 1.0358741,
1355.9681, 0.71904265, 1.0309016,
1355.9747, 0.72040109, 1.0373576,
1355.9751, 0.72049387, 1.0328705,
1355.9837, 0.72225437, 1.0390321,
1355.9841, 0.72234477, 1.0402402,
1356.7512, 0.88001388, 1.0307890,
1356.7516, 0.88010429, 1.0300910,
1356.7553, 0.88084655, 1.0271566,
1356.7557, 0.88093695, 1.0332427,
1356.7593, 0.88167684, 1.0242329,
1356.7597, 0.88176724, 1.0260218,
1356.7633, 0.88250237, 1.0321090,
1356.7638, 0.88259277, 1.0271293,
1356.7673, 0.88332552, 1.0302733,
1356.7678, 0.88341592, 1.0368990,
1356.7724, 0.88437468, 1.0327126,
1356.7729, 0.88446508, 1.0283297,
1356.7775, 0.88540957, 1.0371668,
1356.7779, 0.88549997, 1.0280817,
1356.7825, 0.88644921, 1.0327480,
1356.7830, 0.88654437, 1.0302093,
1356.7885, 0.88768394, 1.0274330,
1356.7890, 0.88777910, 1.0349727,
1356.7936, 0.88871882, 1.0294645,
1356.7940, 0.88880923, 1.0318162,
1356.7985, 0.88974419, 1.0217314,
1356.7990, 0.88983936, 1.0251671,
1356.8036, 0.89077908, 1.0270395,
1356.8040, 0.89086948, 1.0266769,
1356.8086, 0.89181635, 1.0288820,
1356.8091, 0.89190675, 1.0233244,
1356.8144, 0.89301063, 1.0276058,
1356.8149, 0.89310103, 1.0285485,
1356.8195, 0.89405979, 1.0281721,
1356.8200, 0.89415019, 1.0288833,
1356.8256, 0.89530165, 1.0243657,
1356.8260, 0.89538730, 1.0271651,
1356.8324, 0.89670291, 1.0219527,
1356.8329, 0.89679807, 1.0227606,
1356.8385, 0.89795191, 1.0291882,
1356.8389, 0.89803994, 1.0274875,
1356.8445, 0.89919853, 1.0288118,
1356.8450, 0.89928894, 1.0259993,
1356.8507, 0.90045943, 1.0272459,
1356.8511, 0.90054983, 1.0219170,
1356.8567, 0.90170129, 1.0238798,
1356.8572, 0.90179408, 1.0291684,
1356.8628, 0.90295505, 1.0218480,
1356.8632, 0.90304308, 1.0193583,
1356.8705, 0.90452761, 1.0199931,
1356.8709, 0.90461801, 1.0175208,
1356.8777, 0.90601213, 1.0133816,
1356.8781, 0.90610254, 1.0193170,
1356.8856, 0.90764178, 1.0130512,
1356.8861, 0.90773218, 1.0118607,
1356.8928, 0.90912631, 1.0131152,
1356.8933, 0.90921671, 1.0149984,
1356.8999, 0.91058466, 1.0162748,
1356.9004, 0.91067745, 1.0207806,
1356.9078, 0.91220480, 1.0113698,
1356.9083, 0.91229520, 1.0074786,
1356.9156, 0.91381303, 1.0111420,
1356.9161, 0.91390582, 1.0142263,
1356.9227, 0.91526663, 1.0079913,
1356.9232, 0.91536417, 1.0129262,
1356.9309, 0.91695576, 1.0044940,
1356.9314, 0.91705092, 1.0096484,
1356.9391, 0.91863775, 1.0146135,
1356.9395, 0.91872815, 1.0089124,
1356.9480, 0.92046961, 1.0130973,
1356.9485, 0.92056002, 1.0000000,
1356.9567, 0.92226104, 1.0061767,
1356.9572, 0.92235144, 1.0006528,
1356.9640, 0.92375032, 1.0058023,
1356.9644, 0.92384073, 1.0090302,
1356.9712, 0.92522771, 0.98579466,
1356.9716, 0.92531812, 0.99826962,
1356.9801, 0.92705958, 0.99766219,
1356.9805, 0.92714761, 0.99647534,
1357.7345, 0.082137906, 0.92065138,
1357.7350, 0.082233068, 0.90539980,
1357.7450, 0.084286188, 0.92289299,
1357.7455, 0.084381350, 0.91976833,
1357.7491, 0.085123613, 0.92374820,
1357.7495, 0.085218775, 0.90950042,
1357.7531, 0.085963417, 0.93243313,
1357.7536, 0.086051442, 0.92511714,
1357.7572, 0.086788948, 0.92601311,
1357.7576, 0.086884110, 0.92635751,
1357.7612, 0.087619236, 0.92756194,
1357.7616, 0.087709640, 0.92681849,
1357.7706, 0.089551024, 0.92002004,
1357.7752, 0.090490748, 0.93144077,
1357.7756, 0.090576394, 0.93862200,
1357.7802, 0.091523256, 0.92235237,
1357.7806, 0.091611280, 0.92787826,
1357.7852, 0.092558142, 0.92869198,
1357.7857, 0.092648546, 0.92046082,
1357.7902, 0.093588270, 0.94719630,
1357.7953, 0.094625536, 0.93428075,
1357.7957, 0.094715940, 0.93592685,
1357.8003, 0.095662801, 0.93832219,
1357.8008, 0.095753205, 0.94045562,
1357.8053, 0.096685792, 0.93666178,
1357.8058, 0.096776196, 0.94196606,
1357.8111, 0.097880075, 0.93935215,
1357.8116, 0.097970479, 0.94399673,
1357.8162, 0.098924478, 0.93641627,
1357.8166, 0.099014882, 0.93306059,
1357.8222, 0.10016396, 0.93732721,
1357.8227, 0.10025675, 0.93605995,
1357.8291, 0.10158188, 0.94369853,
1357.8296, 0.10167466, 0.94203585,
1357.8351, 0.10281660, 0.94428557,
1357.8356, 0.10291176, 0.94327801,
1357.8413, 0.10408464, 0.94321591,
1357.8417, 0.10417504, 0.95161724,
1357.8474, 0.10533364, 0.93642879,
1357.8478, 0.10542880, 0.94531167,
1357.8535, 0.10658502, 0.93718755,
1357.8539, 0.10667780, 0.94620967,
1357.8596, 0.10784591, 0.94609749,
1357.8600, 0.10793632, 0.94498807,
1357.8663, 0.10923052, 0.93889439,
1357.8668, 0.10931854, 0.93412381,
1357.8735, 0.11070791, 0.94357997,
1357.8740, 0.11080307, 0.94893861,
1357.8815, 0.11233994, 0.94106638,
1357.8819, 0.11243272, 0.94941568,
1357.8886, 0.11379829, 0.94203782,
1357.8890, 0.11388632, 0.94740438,
1357.8956, 0.11525427, 0.93142807,
1357.8961, 0.11534468, 0.94422513,
1357.9027, 0.11670311, 0.95014066,
1357.9031, 0.11679352, 0.95042443,
1357.9113, 0.11847313, 0.95808709,
1357.9118, 0.11856829, 0.96169966,
1357.9184, 0.11992197, 0.95384336,
1357.9188, 0.12001713, 0.95314562,
1357.9265, 0.12160158, 0.94865614,
1357.9348, 0.12329784, 0.94688177,
1357.9352, 0.12338824, 0.94867021,
1357.9429, 0.12497269, 0.95823270,
1357.9434, 0.12506309, 0.98289144,
1357.9523, 0.12690210, 0.94778085,
1357.9528, 0.12699726, 0.96102870,
1363.7388, 0.31631729, 1.0360841,
1363.7413, 0.31683592, 1.0473899,
1363.7418, 0.31693108, 1.0465692,
1363.7443, 0.31744496, 1.0422065,
1363.7448, 0.31753774, 1.0532933,
1363.7473, 0.31805875, 1.0493816,
1363.7477, 0.31814678, 1.0418700,
1363.7503, 0.31867255, 1.0512106,
1363.7507, 0.31876057, 1.0470639,
1363.7533, 0.31928634, 1.0444608,
1363.7537, 0.31937674, 1.0491475,
1363.7562, 0.31989538, 1.0452603,
1363.7567, 0.31999054, 1.0454184,
1363.7592, 0.32050679, 1.0453402,
1363.7596, 0.32059720, 1.0517519,
1363.7630, 0.32128236, 1.0383855,
1363.7667, 0.32204366, 1.0481256,
1363.7671, 0.32213406, 1.0434027,
1363.7727, 0.32327363, 1.0396684,
1363.7731, 0.32336641, 1.0434775,
1363.7757, 0.32389694, 1.0463704,
1363.7761, 0.32398258, 1.0419235,
1363.8042, 0.32975892, 1.0393741,
1363.8047, 0.32984932, 1.0479273,
1364.8717, 0.54918577, 0.94940686,
1364.8722, 0.54927617, 0.95398366,
1364.8769, 0.55024682, 0.96363688,
1364.8773, 0.55033960, 0.94785202,
1364.8820, 0.55130550, 0.95711362,
1364.8825, 0.55139828, 0.95220619,
1364.8887, 0.55266631, 0.95016342,
1364.8891, 0.55275672, 0.94233763,
1364.8938, 0.55372261, 0.95499718,
1364.8942, 0.55381302, 0.96556872,
1364.8989, 0.55477653, 0.94585133,
1364.8994, 0.55486694, 0.97013688,
1364.9041, 0.55583997, 0.94246972,
1364.9295, 0.56106198, 0.96409470,
1364.9299, 0.56115000, 0.95382160,
1364.9355, 0.56229433, 0.94388521,
1364.9360, 0.56238949, 0.94538021,
1364.9407, 0.56335776, 0.95131367,
1364.9411, 0.56344579, 0.95360518,
1364.9458, 0.56441882, 0.97242618,
1364.9463, 0.56450922, 0.93209487,
1364.9510, 0.56548701, 0.96079814,
1365.7364, 0.72691026, 1.0531352,
1365.7368, 0.72700066, 1.0410841,
1365.7383, 0.72730756, 1.0553362,
1365.7387, 0.72739797, 1.0540844,
1365.7423, 0.72812596, 1.0567447,
1365.7427, 0.72821636, 1.0392779,
1365.7473, 0.72915133, 1.0496212,
1365.7477, 0.72923935, 1.0472460,
1365.7738, 0.73460649, 1.0350510,
1365.7742, 0.73469689, 1.0483276,
1365.7788, 0.73563661, 1.0399692,
1365.7792, 0.73572702, 1.0458087,
1365.7839, 0.73667388, 1.0442231,
1365.7843, 0.73676904, 1.0378492,
1365.7897, 0.73788244, 1.0465045,
1365.7902, 0.73797284, 1.0473416,
1365.8334, 0.74686097, 1.0481035,
1365.8339, 0.74695137, 1.0441468,
1365.8403, 0.74826937, 1.0476551,
1365.8407, 0.74836453, 1.0522981,
1365.8471, 0.74967776, 1.0347006,
1365.8476, 0.74976817, 1.0339864,
1366.7539, 0.93605962, 0.98604441,
1366.7543, 0.93615240, 0.98861861,
1366.7598, 0.93728721, 0.98484635,
1366.7603, 0.93738237, 0.98447686,
1366.7649, 0.93833637, 0.98393643,
1366.7654, 0.93842439, 0.98394674,
1366.7700, 0.93937125, 0.98172277,
1366.7704, 0.93946166, 0.98357296,
1366.7750, 0.94039900, 0.97405654,
1366.7754, 0.94048941, 0.97543824,
1366.7800, 0.94142437, 0.98259866,
1366.7858, 0.94261866, 0.98178285,
1366.7862, 0.94270906, 0.98438251,
1367.7604, 0.14295839, 0.96252006,
1367.7609, 0.14305356, 0.96069402,
1367.7655, 0.14400042, 0.96224314,
1367.7659, 0.14409082, 0.95624584,
1367.7705, 0.14503768, 0.96475732,
1367.7710, 0.14513285, 0.95894301,
1367.7756, 0.14607971, 0.95731544,
1367.7761, 0.14617011, 0.96205753,
1367.7814, 0.14727875, 0.95714456,
1367.7819, 0.14737391, 0.96382987,
1367.7865, 0.14832077, 0.96254981,
1367.7869, 0.14840880, 0.95952427,
1367.7915, 0.14934376, 0.96707809,
1367.7919, 0.14943179, 0.96106857,
1367.7981, 0.15069982, 0.96707934,
1367.7986, 0.15079498, 0.96038890,
1367.8042, 0.15196547, 0.96116298,
1367.8047, 0.15205588, 0.96930581,
1367.8104, 0.15323351, 0.96752793,
1367.8109, 0.15332867, 0.96744853,
1367.8166, 0.15449440, 0.96296024,
1367.8170, 0.15458243, 0.96297377,
1367.8230, 0.15581953, 0.96718556,
1367.8286, 0.15698051, 0.96312279,
1367.8291, 0.15707091, 0.96146899,
1367.8423, 0.15978541, 0.96723211,
1367.8427, 0.15987581, 0.96325976,
1368.7369, 0.34367402, 1.0553857,
1368.7389, 0.34408322, 1.0537093,
1368.7440, 0.34512762, 1.0214756,
1368.7444, 0.34522278, 1.0559101,
1368.7498, 0.34631715, 1.0523053,
1368.7502, 0.34640755, 1.0436897,
1368.7761, 0.35172948, 1.0428342,
1368.7765, 0.35181751, 1.0556965,
1370.7436, 0.75613931, 1.0356762,
1370.7440, 0.75622971, 1.0461534,
1370.7473, 0.75691964, 1.0582335,
1370.7478, 0.75701004, 1.0383192,
1370.7524, 0.75795690, 1.0430868,
1370.7529, 0.75805206, 1.0496783,
1370.7575, 0.75901082, 1.0542632,
1370.7580, 0.75910598, 1.0480598,
1372.7583, 0.17026041, 0.97476810,
1372.7587, 0.17035081, 0.97969377,
1372.7692, 0.17251813, 0.97639126,
1372.7697, 0.17260853, 0.97415179,
1372.7743, 0.17355539, 0.97670561,
1372.7747, 0.17364580, 0.97532600,
1372.7802, 0.17476157, 0.97871429,
1372.7806, 0.17485198, 0.97399527,
1372.7932, 0.17743800, 0.97828412,
1373.7405, 0.37215843, 1.0396373,
1373.7409, 0.37224883, 1.0418177,
1373.7424, 0.37256049, 1.0476509,
1373.7429, 0.37264613, 1.0474385,
1373.7475, 0.37359061, 1.0403178,
1373.7479, 0.37368102, 1.0430577,
1373.7525, 0.37463502, 1.0382391,
1373.7530, 0.37472542, 1.0310961,
1373.7576, 0.37566990, 1.0359154,
1373.7627, 0.37673096, 1.0518305,
1373.7632, 0.37682136, 1.0510352,
1373.7686, 0.37792762, 1.0387365,
1373.7690, 0.37801802, 1.0461667,
1373.7736, 0.37895775, 1.0388178,
1373.7740, 0.37904815, 1.0403234,
1373.7812, 0.38051840, 1.0397904,
1373.7816, 0.38060881, 1.0389183,
1373.7872, 0.38176027, 1.0327222,
1373.7876, 0.38184591, 1.0330579,
1373.7932, 0.38300213, 1.0359730,
1373.7937, 0.38309729, 1.0379156,
1373.7994, 0.38427492, 1.0324045,
1373.7999, 0.38437009, 1.0358657,
1373.8055, 0.38552868, 1.0334202,
1373.8060, 0.38562384, 1.0310094,
1373.8116, 0.38678244, 1.0358592,
1373.8121, 0.38687285, 1.0319426,
1373.8184, 0.38816467, 1.0305904,
1373.8188, 0.38825745, 1.0248928,
1373.8252, 0.38957782, 1.0264647,
1373.8257, 0.38966585, 1.0216064,
1373.8323, 0.39102904, 1.0285274,
1373.8328, 0.39112421, 1.0287607,
1373.8402, 0.39264680, 1.0249548,
1373.8473, 0.39411229, 1.0257713,
1373.8477, 0.39420270, 1.0253208,
1378.7413, 0.40006948, 1.0388663,
1378.7417, 0.40015988, 1.0317359,
1378.7453, 0.40090215, 1.0489073,
1378.7501, 0.40187994, 1.0504502,
1378.7505, 0.40197034, 1.0671183,
1378.7541, 0.40270547, 1.0414475,
1378.7545, 0.40279587, 1.0281034,
1378.7581, 0.40353813, 1.0398881,
1378.7586, 0.40362854, 1.0431541,
1378.7646, 0.40486088, 1.0644250,
1378.7700, 0.40596714, 1.0848570,
1378.7704, 0.40605755, 1.0524703,
1378.7750, 0.40700441, 1.0706004,
1378.7805, 0.40812970, 1.0088245,
1379.7595, 0.60936872, 0.98290676,
1379.7600, 0.60946626, 0.95976710,
1379.7705, 0.61161930, 0.98375452,
1379.7709, 0.61170970, 1.0128456,
1379.7807, 0.61371762, 0.97674865,
1379.7811, 0.61380802, 0.98026216,
1379.7857, 0.61475964, 0.97289848,
1379.7862, 0.61485005, 0.97516388,
1379.7908, 0.61580404, 0.97522038,
1379.7912, 0.61589207, 0.97426736,
1379.7958, 0.61683417, 0.97563124,
1379.7963, 0.61692933, 0.97493565,
1379.8019, 0.61808079, 0.98531157,
1379.8024, 0.61817596, 0.98628825,
1379.8078, 0.61929173, 0.98417938,
1379.8082, 0.61938451, 0.98478651,
1379.8139, 0.62055738, 0.98019361,
1379.8144, 0.62065255, 0.97632527,
1379.8208, 0.62196340, 0.97954565,
1379.8212, 0.62205381, 0.97945732,
1379.8270, 0.62323619, 0.97891939,
1379.8274, 0.62332660, 0.98332006,
1379.8331, 0.62448519, 0.97752619,
1379.8335, 0.62457560, 0.98182106,
1379.8392, 0.62574371, 0.98279494,
1379.8396, 0.62583649, 0.97875994,
1379.8470, 0.62734481, 0.97885418,
1379.8474, 0.62743522, 0.98442447,
1379.8531, 0.62861047, 0.98560625,
1379.8536, 0.62870087, 0.98320222,
1379.8663, 0.63132020, 0.98099709,
1379.8668, 0.63141299, 0.98101580,
1379.8735, 0.63279046, 0.98166627,
1379.8739, 0.63288086, 0.98270553,
1379.8806, 0.63426785, 0.98464751,
1379.8811, 0.63435825, 0.98337513,
1379.8901, 0.63620439, 0.98003894,
1379.8905, 0.63629955, 0.98662502,
1379.8972, 0.63766989, 0.98742861,
1379.8976, 0.63776029, 0.98936373,
1380.8276, 0.82892166, 1.0378288,
1380.8281, 0.82901206, 1.0404795,
1380.8338, 0.83018969, 1.0363277,
1380.8342, 0.83028009, 1.0434833,
1380.8409, 0.83164805, 1.0314832,
1380.8413, 0.83173845, 1.0331081,
1380.8477, 0.83303741, 1.0348042,
1380.8481, 0.83313019, 1.0386956,
1380.8537, 0.83428403, 1.0401506,
1380.8542, 0.83437206, 1.0341170,
1380.8609, 0.83575428, 1.0415157,
1380.8613, 0.83583993, 1.0399274,
1380.8680, 0.83721264, 1.0403703,
1380.8684, 0.83729829, 1.0398480,
1380.8750, 0.83866624, 1.0325557,
1380.8755, 0.83875664, 1.0297264,
1380.8831, 0.84031254, 1.0338620,
1380.8835, 0.84040295, 1.0354894,
1380.8917, 0.84209207, 1.0234506,
1380.8922, 0.84218723, 1.0399852,
1380.8989, 0.84357898, 1.0342929,
1380.8994, 0.84367414, 1.0366830,
1380.9061, 0.84504209, 1.0265507,
1380.9065, 0.84513250, 1.0287753,
1381.8096, 0.030755436, 0.94707578,
1381.8100, 0.030845840, 0.95649630,
1381.8134, 0.031540522, 0.94232887,
1381.8138, 0.031626168, 0.94345760,
1381.8184, 0.032577787, 0.93886858,
1381.8189, 0.032668191, 0.93743736,
1381.8245, 0.033831546, 0.94292539,
1381.8250, 0.033921950, 0.93879241,
1381.8306, 0.035073410, 0.93747526,
1381.8310, 0.035168572, 0.93855929,
1381.8376, 0.036519872, 0.93325442,
1381.8380, 0.036610276, 0.93675613,
1381.8445, 0.037928269, 0.94027311,
1381.8449, 0.038023431, 0.93527007,
1381.8506, 0.039182028, 0.93450290,
1381.8510, 0.039270053, 0.93391454,
1381.8567, 0.040447682, 0.93386644,
1381.8572, 0.040538086, 0.93957722,
1381.8638, 0.041910798, 0.93419778,
1381.8643, 0.042001202, 0.93114030,
1381.8710, 0.043392945, 0.93834627,
1381.8715, 0.043483349, 0.92955947,
1381.8790, 0.045024973, 0.93781489,
1381.8794, 0.045115377, 0.93917257,
1381.8877, 0.046809260, 0.93077791,
1381.8881, 0.046902043, 0.93449718,
1381.8949, 0.048289029, 0.93215227,
1381.8953, 0.048379433, 0.92967898,
1381.9020, 0.049747386, 0.92821234,
1381.9024, 0.049837790, 0.93366337,
1382.7439, 0.22279943, 1.0072429,
1382.7443, 0.22289459, 1.0092673,
1382.7479, 0.22363210, 1.0106441,
1382.7483, 0.22372012, 1.0071962,
1382.7545, 0.22499291, 1.0092641,
1382.7550, 0.22508332, 1.0073720,
1382.7595, 0.22602542, 1.0068214,
1382.7600, 0.22611820, 1.0087605,
1382.7646, 0.22706031, 1.0053196,
1382.7650, 0.22715071, 1.0025184,
1382.7696, 0.22809043, 1.0083197,
1382.7700, 0.22818084, 1.0076475,
